"","DatasetID","ObservationID","LastName","FirstName","Dataset","SpeciesName","AccSpeciesID","AccSpeciesName","ObsDataID","TraitID","TraitName","DataID","DataName","OriglName","OrigValueStr","OrigUnitStr","ValueKindName","OrigUncertaintyStr","UncertaintyName","Replicates","StdValue","UnitName","RelUncertaintyPercent","OrigObsDataID","ErrorRisk","Reference","Comment","StdValueStr","X","%nitrogen","%carbon","lat","long"
"1219",756,6430490,"REN","ZHE","Intraspecific trait variation of dominant grasses in North American Tallgrass Prairie","Sorghastrum nutans",51135,"Sorghastrum nutans",63363083,NA,"",60,"Longitude","Longitude","-89.239","","",NA,"","",-89.239,"",NA,NA,NA,"unpub.","","",NA,13.6352479457855,NA,37.695,-89.239
"1220",756,6430490,"REN","ZHE","Intraspecific trait variation of dominant grasses in North American Tallgrass Prairie","Sorghastrum nutans",51135,"Sorghastrum nutans",63363091,14,"Leaf nitrogen (N) content per leaf dry mass",15,"Leaf nitrogen content per dry mass (Nmass)","LeafN (mg/g)","13.6352479457855","mg/g","Single",NA,"","",13.6352479457855,"mg/g",NA,NA,1.08823,"unpub.","","",NA,13.6352479457855,NA,37.695,-89.239
"1221",756,6430491,"REN","ZHE","Intraspecific trait variation of dominant grasses in North American Tallgrass Prairie","Sorghastrum nutans",51135,"Sorghastrum nutans",63363093,NA,"",59,"Latitude","Latitude","37.695","","",NA,"","",37.695,"",NA,NA,NA,"unpub.","","",NA,9.9199503660202,NA,37.695,-89.239
"1222",756,6430491,"REN","ZHE","Intraspecific trait variation of dominant grasses in North American Tallgrass Prairie","Sorghastrum nutans",51135,"Sorghastrum nutans",63363094,NA,"",60,"Longitude","Longitude","-89.239","","",NA,"","",-89.239,"",NA,NA,NA,"unpub.","","",NA,9.9199503660202,NA,37.695,-89.239
"1223",756,6430491,"REN","ZHE","Intraspecific trait variation of dominant grasses in North American Tallgrass Prairie","Sorghastrum nutans",51135,"Sorghastrum nutans",63363102,14,"Leaf nitrogen (N) content per leaf dry mass",15,"Leaf nitrogen content per dry mass (Nmass)","LeafN (mg/g)","9.9199503660202","mg/g","Single",NA,"","",9.9199503660202,"mg/g",NA,NA,2.08107,"unpub.","","",NA,9.9199503660202,NA,37.695,-89.239
"1224",756,6430492,"REN","ZHE","Intraspecific trait variation of dominant grasses in North American Tallgrass Prairie","Sorghastrum nutans",51135,"Sorghastrum nutans",63363104,NA,"",59,"Latitude","Latitude","37.695","","",NA,"","",37.695,"",NA,NA,NA,"unpub.","","",NA,12.4969828128815,NA,37.695,-89.239
"1225",756,6430492,"REN","ZHE","Intraspecific trait variation of dominant grasses in North American Tallgrass Prairie","Sorghastrum nutans",51135,"Sorghastrum nutans",63363105,NA,"",60,"Longitude","Longitude","-89.239","","",NA,"","",-89.239,"",NA,NA,NA,"unpub.","","",NA,12.4969828128815,NA,37.695,-89.239
"1226",756,6430492,"REN","ZHE","Intraspecific trait variation of dominant grasses in North American Tallgrass Prairie","Sorghastrum nutans",51135,"Sorghastrum nutans",63363113,14,"Leaf nitrogen (N) content per leaf dry mass",15,"Leaf nitrogen content per dry mass (Nmass)","LeafN (mg/g)","12.4969828128815","mg/g","Single",NA,"","",12.4969828128815,"mg/g",NA,NA,1.36029,"unpub.","","",NA,12.4969828128815,NA,37.695,-89.239
"1227",756,6430493,"REN","ZHE","Intraspecific trait variation of dominant grasses in North American Tallgrass Prairie","Sorghastrum nutans",51135,"Sorghastrum nutans",63363115,NA,"",59,"Latitude","Latitude","37.695","","",NA,"","",37.695,"",NA,NA,NA,"unpub.","","",NA,11.17680311203,NA,37.695,-89.239
"1228",756,6430493,"REN","ZHE","Intraspecific trait variation of dominant grasses in North American Tallgrass Prairie","Sorghastrum nutans",51135,"Sorghastrum nutans",63363116,NA,"",60,"Longitude","Longitude","-89.239","","",NA,"","",-89.239,"",NA,NA,NA,"unpub.","","",NA,11.17680311203,NA,37.695,-89.239
"1229",756,6430493,"REN","ZHE","Intraspecific trait variation of dominant grasses in North American Tallgrass Prairie","Sorghastrum nutans",51135,"Sorghastrum nutans",63363124,14,"Leaf nitrogen (N) content per leaf dry mass",15,"Leaf nitrogen content per dry mass (Nmass)","LeafN (mg/g)","11.17680311203","mg/g","Single",NA,"","",11.17680311203,"mg/g",NA,NA,1.70875,"unpub.","","",NA,11.17680311203,NA,37.695,-89.239
"1230",756,6430494,"REN","ZHE","Intraspecific trait variation of dominant grasses in North American Tallgrass Prairie","Sorghastrum nutans",51135,"Sorghastrum nutans",63363126,NA,"",59,"Latitude","Latitude","37.695","","",NA,"","",37.695,"",NA,NA,NA,"unpub.","","",NA,11.6479766368866,NA,37.695,-89.239
"1231",756,6430494,"REN","ZHE","Intraspecific trait variation of dominant grasses in North American Tallgrass Prairie","Sorghastrum nutans",51135,"Sorghastrum nutans",63363127,NA,"",60,"Longitude","Longitude","-89.239","","",NA,"","",-89.239,"",NA,NA,NA,"unpub.","","",NA,11.6479766368866,NA,37.695,-89.239
"1232",756,6430494,"REN","ZHE","Intraspecific trait variation of dominant grasses in North American Tallgrass Prairie","Sorghastrum nutans",51135,"Sorghastrum nutans",63363135,14,"Leaf nitrogen (N) content per leaf dry mass",15,"Leaf nitrogen content per dry mass (Nmass)","LeafN (mg/g)","11.6479766368866","mg/g","Single",NA,"","",11.6479766368866,"mg/g",NA,NA,1.57987,"unpub.","","",NA,11.6479766368866,NA,37.695,-89.239
"1233",756,6430495,"REN","ZHE","Intraspecific trait variation of dominant grasses in North American Tallgrass Prairie","Sorghastrum nutans",51135,"Sorghastrum nutans",63363137,NA,"",59,"Latitude","Latitude","37.695","","",NA,"","",37.695,"",NA,NA,NA,"unpub.","","",NA,12.8307497501373,NA,37.695,-89.239
"1234",756,6430495,"REN","ZHE","Intraspecific trait variation of dominant grasses in North American Tallgrass Prairie","Sorghastrum nutans",51135,"Sorghastrum nutans",63363138,NA,"",60,"Longitude","Longitude","-89.239","","",NA,"","",-89.239,"",NA,NA,NA,"unpub.","","",NA,12.8307497501373,NA,37.695,-89.239
"1235",756,6430495,"REN","ZHE","Intraspecific trait variation of dominant grasses in North American Tallgrass Prairie","Sorghastrum nutans",51135,"Sorghastrum nutans",63363146,14,"Leaf nitrogen (N) content per leaf dry mass",15,"Leaf nitrogen content per dry mass (Nmass)","LeafN (mg/g)","12.8307497501373","mg/g","Single",NA,"","",12.8307497501373,"mg/g",NA,NA,1.27803,"unpub.","","",NA,12.8307497501373,NA,37.695,-89.239
"1236",756,6430496,"REN","ZHE","Intraspecific trait variation of dominant grasses in North American Tallgrass Prairie","Sorghastrum nutans",51135,"Sorghastrum nutans",63363148,NA,"",59,"Latitude","Latitude","37.695","","",NA,"","",37.695,"",NA,NA,NA,"unpub.","","",NA,10.6978535652161,NA,37.695,-89.239
"1237",756,6430496,"REN","ZHE","Intraspecific trait variation of dominant grasses in North American Tallgrass Prairie","Sorghastrum nutans",51135,"Sorghastrum nutans",63363149,NA,"",60,"Longitude","Longitude","-89.239","","",NA,"","",-89.239,"",NA,NA,NA,"unpub.","","",NA,10.6978535652161,NA,37.695,-89.239
"1238",756,6430496,"REN","ZHE","Intraspecific trait variation of dominant grasses in North American Tallgrass Prairie","Sorghastrum nutans",51135,"Sorghastrum nutans",63363157,14,"Leaf nitrogen (N) content per leaf dry mass",15,"Leaf nitrogen content per dry mass (Nmass)","LeafN (mg/g)","10.6978535652161","mg/g","Single",NA,"","",10.6978535652161,"mg/g",NA,NA,1.84544,"unpub.","","",NA,10.6978535652161,NA,37.695,-89.239
"1239",756,6430497,"REN","ZHE","Intraspecific trait variation of dominant grasses in North American Tallgrass Prairie","Sorghastrum nutans",51135,"Sorghastrum nutans",63363159,NA,"",59,"Latitude","Latitude","37.695","","",NA,"","",37.695,"",NA,NA,NA,"unpub.","","",NA,9.81673061847687,NA,37.695,-89.239
"1240",756,6430497,"REN","ZHE","Intraspecific trait variation of dominant grasses in North American Tallgrass Prairie","Sorghastrum nutans",51135,"Sorghastrum nutans",63363160,NA,"",60,"Longitude","Longitude","-89.239","","",NA,"","",-89.239,"",NA,NA,NA,"unpub.","","",NA,9.81673061847687,NA,37.695,-89.239
"1241",756,6430497,"REN","ZHE","Intraspecific trait variation of dominant grasses in North American Tallgrass Prairie","Sorghastrum nutans",51135,"Sorghastrum nutans",63363168,14,"Leaf nitrogen (N) content per leaf dry mass",15,"Leaf nitrogen content per dry mass (Nmass)","LeafN (mg/g)","9.81673061847687","mg/g","Single",NA,"","",9.81673061847687,"mg/g",NA,NA,2.11371,"unpub.","","",NA,9.81673061847687,NA,37.695,-89.239
"1242",756,6430498,"REN","ZHE","Intraspecific trait variation of dominant grasses in North American Tallgrass Prairie","Sorghastrum nutans",51135,"Sorghastrum nutans",63363170,NA,"",59,"Latitude","Latitude","37.695","","",NA,"","",37.695,"",NA,NA,NA,"unpub.","","",NA,7.33662009239197,NA,37.695,-89.239
"1243",756,6430498,"REN","ZHE","Intraspecific trait variation of dominant grasses in North American Tallgrass Prairie","Sorghastrum nutans",51135,"Sorghastrum nutans",63363171,NA,"",60,"Longitude","Longitude","-89.239","","",NA,"","",-89.239,"",NA,NA,NA,"unpub.","","",NA,7.33662009239197,NA,37.695,-89.239
"1244",756,6430498,"REN","ZHE","Intraspecific trait variation of dominant grasses in North American Tallgrass Prairie","Sorghastrum nutans",51135,"Sorghastrum nutans",63363179,14,"Leaf nitrogen (N) content per leaf dry mass",15,"Leaf nitrogen content per dry mass (Nmass)","LeafN (mg/g)","7.33662009239197","mg/g","Single",NA,"","",7.33662009239197,"mg/g",NA,NA,3.02259,"unpub.","","",NA,7.33662009239197,NA,37.695,-89.239
"1245",756,6430499,"REN","ZHE","Intraspecific trait variation of dominant grasses in North American Tallgrass Prairie","Sorghastrum nutans",51135,"Sorghastrum nutans",63363181,NA,"",59,"Latitude","Latitude","37.695","","",NA,"","",37.695,"",NA,NA,NA,"unpub.","","",NA,8.85228991508484,NA,37.695,-89.239
"1246",756,6430499,"REN","ZHE","Intraspecific trait variation of dominant grasses in North American Tallgrass Prairie","Sorghastrum nutans",51135,"Sorghastrum nutans",63363182,NA,"",60,"Longitude","Longitude","-89.239","","",NA,"","",-89.239,"",NA,NA,NA,"unpub.","","",NA,8.85228991508484,NA,37.695,-89.239
"1247",756,6430499,"REN","ZHE","Intraspecific trait variation of dominant grasses in North American Tallgrass Prairie","Sorghastrum nutans",51135,"Sorghastrum nutans",63363190,14,"Leaf nitrogen (N) content per leaf dry mass",15,"Leaf nitrogen content per dry mass (Nmass)","LeafN (mg/g)","8.85228991508484","mg/g","Single",NA,"","",8.85228991508484,"mg/g",NA,NA,2.43646,"unpub.","","",NA,8.85228991508484,NA,37.695,-89.239
"1248",756,6430500,"REN","ZHE","Intraspecific trait variation of dominant grasses in North American Tallgrass Prairie","Sorghastrum nutans",51135,"Sorghastrum nutans",63363192,NA,"",59,"Latitude","Latitude","37.695","","",NA,"","",37.695,"",NA,NA,NA,"unpub.","","",NA,8.96215319633484,NA,37.695,-89.239
"1249",756,6430500,"REN","ZHE","Intraspecific trait variation of dominant grasses in North American Tallgrass Prairie","Sorghastrum nutans",51135,"Sorghastrum nutans",63363193,NA,"",60,"Longitude","Longitude","-89.239","","",NA,"","",-89.239,"",NA,NA,NA,"unpub.","","",NA,8.96215319633484,NA,37.695,-89.239
"1250",756,6430500,"REN","ZHE","Intraspecific trait variation of dominant grasses in North American Tallgrass Prairie","Sorghastrum nutans",51135,"Sorghastrum nutans",63363201,14,"Leaf nitrogen (N) content per leaf dry mass",15,"Leaf nitrogen content per dry mass (Nmass)","LeafN (mg/g)","8.96215319633484","mg/g","Single",NA,"","",8.96215319633484,"mg/g",NA,NA,2.39797,"unpub.","","",NA,8.96215319633484,NA,37.695,-89.239
"1251",756,6430501,"REN","ZHE","Intraspecific trait variation of dominant grasses in North American Tallgrass Prairie","Sorghastrum nutans",51135,"Sorghastrum nutans",63363203,NA,"",59,"Latitude","Latitude","37.695","","",NA,"","",37.695,"",NA,NA,NA,"unpub.","","",NA,9.50574576854706,NA,37.695,-89.239
"1252",756,6430501,"REN","ZHE","Intraspecific trait variation of dominant grasses in North American Tallgrass Prairie","Sorghastrum nutans",51135,"Sorghastrum nutans",63363204,NA,"",60,"Longitude","Longitude","-89.239","","",NA,"","",-89.239,"",NA,NA,NA,"unpub.","","",NA,9.50574576854706,NA,37.695,-89.239
"1253",756,6430501,"REN","ZHE","Intraspecific trait variation of dominant grasses in North American Tallgrass Prairie","Sorghastrum nutans",51135,"Sorghastrum nutans",63363212,14,"Leaf nitrogen (N) content per leaf dry mass",15,"Leaf nitrogen content per dry mass (Nmass)","LeafN (mg/g)","9.50574576854706","mg/g","Single",NA,"","",9.50574576854706,"mg/g",NA,NA,2.21418,"unpub.","","",NA,9.50574576854706,NA,37.695,-89.239
"1254",756,6430502,"REN","ZHE","Intraspecific trait variation of dominant grasses in North American Tallgrass Prairie","Sorghastrum nutans",51135,"Sorghastrum nutans",63363214,NA,"",59,"Latitude","Latitude","37.695","","",NA,"","",37.695,"",NA,NA,NA,"unpub.","","",NA,12.6375412940979,NA,37.695,-89.239
"1255",756,6430502,"REN","ZHE","Intraspecific trait variation of dominant grasses in North American Tallgrass Prairie","Sorghastrum nutans",51135,"Sorghastrum nutans",63363215,NA,"",60,"Longitude","Longitude","-89.239","","",NA,"","",-89.239,"",NA,NA,NA,"unpub.","","",NA,12.6375412940979,NA,37.695,-89.239
"1256",756,6430502,"REN","ZHE","Intraspecific trait variation of dominant grasses in North American Tallgrass Prairie","Sorghastrum nutans",51135,"Sorghastrum nutans",63363223,14,"Leaf nitrogen (N) content per leaf dry mass",15,"Leaf nitrogen content per dry mass (Nmass)","LeafN (mg/g)","12.6375412940979","mg/g","Single",NA,"","",12.6375412940979,"mg/g",NA,NA,1.32538,"unpub.","","",NA,12.6375412940979,NA,37.695,-89.239
"1257",756,6430503,"REN","ZHE","Intraspecific trait variation of dominant grasses in North American Tallgrass Prairie","Sorghastrum nutans",51135,"Sorghastrum nutans",63363225,NA,"",59,"Latitude","Latitude","37.695","","",NA,"","",37.695,"",NA,NA,NA,"unpub.","","",NA,9.09106135368347,NA,37.695,-89.239
"1258",756,6430503,"REN","ZHE","Intraspecific trait variation of dominant grasses in North American Tallgrass Prairie","Sorghastrum nutans",51135,"Sorghastrum nutans",63363226,NA,"",60,"Longitude","Longitude","-89.239","","",NA,"","",-89.239,"",NA,NA,NA,"unpub.","","",NA,9.09106135368347,NA,37.695,-89.239
"1259",756,6430503,"REN","ZHE","Intraspecific trait variation of dominant grasses in North American Tallgrass Prairie","Sorghastrum nutans",51135,"Sorghastrum nutans",63363234,14,"Leaf nitrogen (N) content per leaf dry mass",15,"Leaf nitrogen content per dry mass (Nmass)","LeafN (mg/g)","9.09106135368347","mg/g","Single",NA,"","",9.09106135368347,"mg/g",NA,NA,2.3534,"unpub.","","",NA,9.09106135368347,NA,37.695,-89.239
"1260",756,6430504,"REN","ZHE","Intraspecific trait variation of dominant grasses in North American Tallgrass Prairie","Sorghastrum nutans",51135,"Sorghastrum nutans",63363236,NA,"",59,"Latitude","Latitude","37.695","","",NA,"","",37.695,"",NA,NA,NA,"unpub.","","",NA,7.18941628932953,NA,37.695,-89.239
"1261",756,6430504,"REN","ZHE","Intraspecific trait variation of dominant grasses in North American Tallgrass Prairie","Sorghastrum nutans",51135,"Sorghastrum nutans",63363237,NA,"",60,"Longitude","Longitude","-89.239","","",NA,"","",-89.239,"",NA,NA,NA,"unpub.","","",NA,7.18941628932953,NA,37.695,-89.239
"1262",756,6430504,"REN","ZHE","Intraspecific trait variation of dominant grasses in North American Tallgrass Prairie","Sorghastrum nutans",51135,"Sorghastrum nutans",63363245,14,"Leaf nitrogen (N) content per leaf dry mass",15,"Leaf nitrogen content per dry mass (Nmass)","LeafN (mg/g)","7.18941628932953","mg/g","Single",NA,"","",7.18941628932953,"mg/g",NA,NA,3.08585,"unpub.","","",NA,7.18941628932953,NA,37.695,-89.239
"1263",756,6430505,"REN","ZHE","Intraspecific trait variation of dominant grasses in North American Tallgrass Prairie","Sorghastrum nutans",51135,"Sorghastrum nutans",63363247,NA,"",59,"Latitude","Latitude","37.695","","",NA,"","",37.695,"",NA,NA,NA,"unpub.","","",NA,8.24880123138428,NA,37.695,-89.239
"1264",756,6430505,"REN","ZHE","Intraspecific trait variation of dominant grasses in North American Tallgrass Prairie","Sorghastrum nutans",51135,"Sorghastrum nutans",63363248,NA,"",60,"Longitude","Longitude","-89.239","","",NA,"","",-89.239,"",NA,NA,NA,"unpub.","","",NA,8.24880123138428,NA,37.695,-89.239
"1265",756,6430505,"REN","ZHE","Intraspecific trait variation of dominant grasses in North American Tallgrass Prairie","Sorghastrum nutans",51135,"Sorghastrum nutans",63363256,14,"Leaf nitrogen (N) content per leaf dry mass",15,"Leaf nitrogen content per dry mass (Nmass)","LeafN (mg/g)","8.24880123138428","mg/g","Single",NA,"","",8.24880123138428,"mg/g",NA,NA,2.65684,"unpub.","","",NA,8.24880123138428,NA,37.695,-89.239
"1266",756,6430506,"REN","ZHE","Intraspecific trait variation of dominant grasses in North American Tallgrass Prairie","Sorghastrum nutans",51135,"Sorghastrum nutans",63363258,NA,"",59,"Latitude","Latitude","37.695","","",NA,"","",37.695,"",NA,NA,NA,"unpub.","","",NA,8.8042289018631,NA,37.695,-89.239
"1267",756,6430506,"REN","ZHE","Intraspecific trait variation of dominant grasses in North American Tallgrass Prairie","Sorghastrum nutans",51135,"Sorghastrum nutans",63363259,NA,"",60,"Longitude","Longitude","-89.239","","",NA,"","",-89.239,"",NA,NA,NA,"unpub.","","",NA,8.8042289018631,NA,37.695,-89.239
"1268",756,6430506,"REN","ZHE","Intraspecific trait variation of dominant grasses in North American Tallgrass Prairie","Sorghastrum nutans",51135,"Sorghastrum nutans",63363267,14,"Leaf nitrogen (N) content per leaf dry mass",15,"Leaf nitrogen content per dry mass (Nmass)","LeafN (mg/g)","8.8042289018631","mg/g","Single",NA,"","",8.8042289018631,"mg/g",NA,NA,2.45346,"unpub.","","",NA,8.8042289018631,NA,37.695,-89.239
"1269",756,6430507,"REN","ZHE","Intraspecific trait variation of dominant grasses in North American Tallgrass Prairie","Sorghastrum nutans",51135,"Sorghastrum nutans",63363269,NA,"",59,"Latitude","Latitude","37.695","","",NA,"","",37.695,"",NA,NA,NA,"unpub.","","",NA,7.22615599632263,NA,37.695,-89.239
"1270",756,6430507,"REN","ZHE","Intraspecific trait variation of dominant grasses in North American Tallgrass Prairie","Sorghastrum nutans",51135,"Sorghastrum nutans",63363270,NA,"",60,"Longitude","Longitude","-89.239","","",NA,"","",-89.239,"",NA,NA,NA,"unpub.","","",NA,7.22615599632263,NA,37.695,-89.239
"1271",756,6430507,"REN","ZHE","Intraspecific trait variation of dominant grasses in North American Tallgrass Prairie","Sorghastrum nutans",51135,"Sorghastrum nutans",63363278,14,"Leaf nitrogen (N) content per leaf dry mass",15,"Leaf nitrogen content per dry mass (Nmass)","LeafN (mg/g)","7.22615599632263","mg/g","Single",NA,"","",7.22615599632263,"mg/g",NA,NA,3.06994,"unpub.","","",NA,7.22615599632263,NA,37.695,-89.239
